,Movie Name,Year of Release,Runtime,Genre,Movie Rating,Metascore of Movie,Votes,Gross,Description
333,X-Men: First Class,2011,131 ,"Action, Sci-Fi",7.7,65,705111,$146.41M,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them."
334,Soul,2020,100 ,"Animation, Adventure, Comedy",8.0,83,345873,,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
335,The Road Warrior,1981,96 ,"Action, Adventure, Sci-Fi",7.6,77,186245,$12.47M,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
336,Kick-Ass,2010,117 ,"Action, Comedy, Crime",7.6,66,575394,$48.07M,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
337,Birdman or (The Unexpected Virtue of Ignorance),2014,119 ,"Comedy, Drama",7.7,87,645804,$42.34M,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
338,Amélie,2001,122 ,"Comedy, Romance",8.3,69,769956,$33.23M,"Despite being caught in her imaginative world, Amelie, a young waitress, decides to help people find happiness. Her quest to spread joy leads her on a journey where she finds true love."
339,Out of the Past,1947,97 ,"Crime, Drama, Film-Noir",8.0,85,38970,,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames."
340,The Lives of Others,2006,137 ,"Drama, Mystery, Thriller",8.4,89,396813,$11.29M,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."
341,The Birds,1963,119 ,"Drama, Horror, Mystery",7.6,90,196157,$11.40M,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
342,The Big Sleep,1946,114 ,"Crime, Film-Noir, Mystery",7.9,86,88017,$6.54M,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love."
343,Magnolia,1999,188 ,Drama,8.0,78,319530,$22.46M,"An epic mosaic of interrelated characters in search of love, forgiveness and meaning in the San Fernando Valley."
344,Capernaum,2018,126 ,Drama,8.4,75,95371,$1.66M,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect."
345,The Thin Red Line,1998,170 ,"Drama, History, War",7.6,78,192941,$36.40M,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
346,12 Monkeys,1995,129 ,"Mystery, Sci-Fi, Thriller",8.0,74,629698,$57.14M,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet."
347,Dallas Buyers Club,2013,117 ,"Biography, Drama",7.9,77,500723,$27.30M,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
348,Back to the Future Part II,1989,108 ,"Adventure, Comedy, Sci-Fi",7.8,57,548561,$118.50M,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
349,The Fugitive,1993,130 ,"Action, Crime, Drama",7.8,87,304775,$183.88M,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
350,Happiness,1998,134 ,"Comedy, Drama",7.7,81,72174,$2.81M,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection."
351,The Boy in the Striped Pajamas,2008,94 ,"Drama, War",7.7,55,230137,$9.03M,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences."
352,Captain Phillips,2013,134 ,"Action, Biography, Crime",7.8,82,473619,$107.10M,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
353,12 Years a Slave,2013,134 ,"Biography, Drama, History",8.1,96,716093,$56.67M,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
354,A Man Called Ove,2015,116 ,"Comedy, Drama, Romance",7.7,70,63435,$3.48M,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
355,Warrior,2011,140 ,"Action, Drama, Sport",8.1,71,482024,$13.66M,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
356,Lawrence of Arabia,1962,218 ,"Adventure, Biography, Drama",8.3,100,301293,$44.82M,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
357,Shaun of the Dead,2004,99 ,"Comedy, Horror",7.9,76,571555,$13.54M,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse."
358,Eastern Promises,2007,100 ,"Crime, Drama, Thriller",7.6,83,250786,$17.11M,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.
359,The Trial of the Chicago 7,2020,129 ,"Drama, History, Thriller",7.7,76,184220,,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois."
360,Groundhog Day,1993,101 ,"Comedy, Drama, Fantasy",8.0,72,651001,$70.91M,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right."
361,The Graduate,1967,106 ,"Comedy, Drama, Romance",8.0,83,280097,$104.95M,A disillusioned college graduate finds himself torn between his older lover and her daughter.
362,Grave of the Fireflies,1988,89 ,"Animation, Drama, War",8.5,94,287610,#45,A young boy and his little sister struggle to survive in Japan during World War II.
363,The Longest Day,1962,178 ,"Action, Drama, History",7.7,75,57454,$39.10M,"The events of D-Day, told on a grand scale from both the Allied and German points of view."
364,Princess Mononoke,1997,134 ,"Animation, Action, Adventure",8.3,76,407056,$2.38M,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime."
365,Big Fish,2003,125 ,"Adventure, Drama, Fantasy",8.0,58,448380,$66.26M,A frustrated son tries to determine the fact from fiction in his dying father's life.
366,Gone Baby Gone,2007,114 ,"Crime, Drama, Mystery",7.6,72,280469,$20.30M,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
367,Rain Man,1988,133 ,Drama,8.0,65,526963,$178.80M,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance."
368,After Hours,1985,97 ,"Comedy, Crime, Drama",7.6,90,74026,$10.60M,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.
369,The Bourne Supremacy,2004,108 ,"Action, Mystery, Thriller",7.7,73,473736,$176.24M,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive."
370,Minority Report,2002,145 ,"Action, Crime, Mystery",7.6,80,565500,$132.07M,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
371,Monty Python and the Holy Grail,1975,91 ,"Adventure, Comedy, Fantasy",8.2,91,552092,$1.23M,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
372,The Blues Brothers,1980,133 ,"Action, Adventure, Comedy",7.9,60,205980,$57.23M,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago."
373,Despicable Me,2010,95 ,"Animation, Adventure, Comedy",7.6,72,561269,$251.51M,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
374,Empire of the Sun,1987,153 ,"Drama, War",7.7,62,130123,$22.24M,A young English boy struggles to survive under Japanese occupation of China during World War II.
375,Rear Window,1954,112 ,"Mystery, Thriller",8.5,100,502152,$36.76M,"A photographer in a wheelchair spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend."
376,Crash,2004,112 ,"Crime, Drama, Thriller",7.7,66,442487,$54.58M,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
377,Boyz n the Hood,1991,112 ,"Crime, Drama",7.8,76,146520,$57.50M,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects."
378,The Last Samurai,2003,154 ,"Action, Drama",7.8,55,452370,$111.11M,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
379,Halloween,1978,91 ,"Horror, Thriller",7.7,87,288830,$47.00M,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
380,Edward Scissorhands,1990,105 ,"Drama, Fantasy, Romance",7.9,74,503163,$56.36M,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.
381,District 9,2009,112 ,"Action, Sci-Fi, Thriller",7.9,81,695268,$115.65M,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.
382,Seven Samurai,1954,207 ,"Action, Drama",8.6,98,352995,$0.27M,"Farmers from a village exploited by bandits hire a veteran samurai for protection, who gathers six other samurai to join him."
